Precursor actual m/z,Precursor actual charge
1054.515,2
481.9377,3
482.2719,3
870.8107,3
934.02,7
895.9941,7
522.9442,3
933.7338,7
895.8435,7
482.6061,3
686.8658,4
933.5892,7
667.9186,7
828.4012,6
782.9114,2
896.2802,7
423.26,3
783.4079,2
1045.3221,6
423.5944,3
519.245,3
828.8996,6
619.0079,3
619.3428,3
828.5642,6
826.2667,2
567.7903,4
626.5973,4
1055.9108,2
568.0409,4
825.7679,2
939.7933,2
636.2919,2
636.7919,2
637.295,2
568.2923,4
943.7426,2
806.5145,2
842.5818,2
583.2652,2
621.2852,5
470.0965,5
794.9169,2
946.1241,2
921.944,2
946.6188,2
794.4154,2
828.2304,6
626.8471,4
828.7287,6
523.2786,3
484.2628,3
946.456,6
946.7885,6
568.5428,4
946.2926,6
426.5613,3
677.2772,2
637.7958,2
627.3488,4
618.0861,5
1295.7233,2
945.9536,6
626.3462,4
922.0914,2
936.6666,2
548.6917,5
737.3782,2
432.182,3
937.1688,2
426.8957,3
737.8814,2
1064.3516,3
710.2373,6
1064.6866,3
657.7733,2
710.0697,6
866.4179,3
432.5168,3
640.3434,2
658.2744,2
437.1789,3
627.0975,4
878.562,3
618.4866,5
888.4299,2
886.9572,2
929.4377,5
878.8993,3
946.9622,6
738.3785,2
427.2304,3
932.7298,3
820.0627,6
819.8975,6
1135.5463,5
568.7935,4
1135.3446,5
820.3956,6
635.7899,2
515.2828,3
861.4131,3
1080.353,6
945.7878,6
883.4249,2
712.4044,2
882.9313,2
861.7476,3
427.5628,3
711.9099,2
432.8496,3
562.2994,2
1073.9285,2
1439.7979,3
436.8443,3
1439.467,3
313.1436,2
618.6875,5
562.8002,2
1074.4309,2
437.5124,3
1350.7076,7
1350.8489,7
1575.6584,6
639.3386,2
1350.9933,7
361.1745,2
1350.5665,7
514.9489,3
902.1429,2
1575.8231,6
615.0865,5
1575.9974,6
614.888,5
1351.1359,7
327.171,2
1350.2843,7
615.2881,5
816.6362,4
685.8632,4
685.6124,4
1351.2822,7
1350.422,7
1439.9104,3
1576.1617,6
1575.4957,6
1575.3241,6
1068.0171,4
1351.5665,7
686.1139,4
686.3651,4
1351.4252,7
1576.4927,6
1576.3254,6
870.0862,3
532.2949,2
731.6133,4
731.8649,4
435.2488,2
816.8867,4
617.8855,5
1351.7109,7
819.7736,2
1576.6652,6
1350.142,7
1575.1589,6
1080.0142,2
1576.8289,6
532.7963,2
522.2767,3
767.3665,2
1103.526,5
1103.7275,5
1596.1547,2
438.8506,3
439.1839,3
720.291,3
1103.3331,5
1576.9924,6
521.9415,3
686.6151,4
901.5938,6
901.7629,6
901.4257,6
901.2623,6
901.933,6
791.0634,2
1433.803,3
1351.8542,7
975.147,3
1103.1219,5
694.0999,4
703.8531,4
1351.995,7
731.3654,4
694.3501,4
1357.1306,7
522.7824,2
1277.015,5
1103.9221,5
791.4064,3
1356.9913,7
1575.0034,6
767.8668,2
732.1122,4
703.6021,4
629.9586,6
693.8485,4
775.8781,2
1354.1285,7
790.7339,3
1103.322,5
880.0192,5
614.686,5
632.4907,6
879.8224,5
1352.1338,7
1354.2697,7
704.1045,4
1181.6252,4
1577.1632,6
758.7862,5
632.3228,6
758.5846,5
758.988,5
632.825,6
632.6575,6
758.3845,5
732.3671,4
632.1564,6
1357.4186,7
835.3856,5
835.1849,5
835.5853,5
835.7855,5
759.189,5
834.9851,5
778.3827,5
542.1359,7
636.2912,2
636.7924,2
637.294,2
835.9865,5
1043.9822,4
1044.2322,4
1043.729,4
836.1876,5
1043.4742,4
1354.5599,7
1356.8423,7
768.3641,2
1044.4806,4
1044.7314,4
740.3536,5
836.3882,5
759.3907,5
1221.2531,4
485.2479,2
906.9296,6
906.7646,6
770.8083,5
980.8239,6
980.9901,6
980.6555,6
981.1523,6
1221.0079,4
1044.9816,4
981.3224,6
981.4889,6
981.6543,6
1220.756,4
637.7957,2
619.3423,3
836.586,5
619.0089,3
542.2784,7
632.9949,6
1220.5048,4
1357.276,7
839.9719,2
619.6783,3
739.9537,5
771.0093,5
844.377,5
740.1511,5
1221.5042,4
642.842,6
844.5799,5
361.1986,3
642.5087,6
843.9721,5
642.6746,6
550.8646,7
592.7203,5
551.0089,7
771.4125,5
771.2098,5
771.6095,5
739.7504,5
770.6078,5
844.1804,5
956.0959,2
1221.757,4
642.3406,6
361.5327,3
432.1818,3
592.9212,5
643.0097,6
997.7912,3
635.7905,2
997.4608,3
740.7513,5
551.1504,7
564.9002,5
1220.2505,4
1277.3195,5
643.1752,6
1277.1229,5
441.7119,2
592.5198,5
706.1227,4
740.5522,5
776.3799,2
1066.6835,3
565.0994,5
709.9544,3
1222.0098,4
981.8207,6
1066.0121,3
1350.8536,7
1350.7111,7
1350.9957,7
1350.5669,7
1575.6604,6
616.9622,6
616.629,6
616.796,6
617.1296,6
705.6233,4
1351.1385,7
1575.9928,6
1575.8271,6
710.6328,4
705.8732,4
710.8837,4
677.3528,2
617.2971,6
564.6992,5
643.5116,6
1350.4249,7
1350.2806,7
1351.2815,7
1575.4944,6
706.3749,4
1576.1587,6
568.908,5
710.3828,4
617.4639,6
568.5073,5
1351.4229,7
1575.3284,6
869.4131,6
869.2444,6
1576.4971,6
1576.3256,6
1351.5648,7
711.1341,4
740.9549,5
963.7591,4
568.7079,5
1351.7147,7
758.8644,4
758.615,4
550.7214,7
565.3006,5
869.5814,6
551.2955,7
1043.485,4
758.3633,4
767.3627,2
869.7458,6
643.3429,6
752.9493,5
890.9724,5
759.1148,4
771.8107,5
982.8652,6
963.5092,4
982.7088,6
869.0797,6
982.6302,6
1043.0972,5
982.4755,6
779.5853,5
891.1711,5
551.4379,7
982.3264,6
982.7849,6
752.5472,5
1042.6979,5
779.3839,5
700.1189,4
700.3677,4
779.7846,5
699.8685,4
1042.8945,5
779.9862,5
890.7708,5
1043.2955,5
982.156,6
779.1822,5
700.6199,4
569.1088,5
982.9393,6
869.9138,6
560.4968,5
1084.2565,6
706.6241,4
963.2601,4
981.9935,6
700.8706,4
1084.5868,6
1084.0867,6
560.296,5
964.008,4
1084.4207,6
891.7738,5
752.7535,5
1083.9166,6
759.3666,4
933.1513,3
1083.7561,6
1300.504,5
701.1216,4
1300.6937,5
800.3925,2
772.0091,5
1083.5848,6
551.5807,7
560.6976,5
980.4818,6
560.0957,5
932.8225,3
560.8979,5
963.0064,4
933.4925,3
890.5695,5
565.5024,5
874.4161,6
636.2917,2
636.7932,2
637.2946,2
933.8257,3
1084.7555,6
874.0846,6
543.2641,3
444.2013,2
934.1583,3
543.5988,3
740.3544,5
982.3162,6
874.5854,6
1049.0991,5
1048.6993,5
874.2494,6
664.001,3
710.1276,4
950.6644,2
1048.8953,5
770.8084,5
981.1541,6
980.8229,6
980.9879,6
664.3334,3
874.7515,6
980.6557,6
1049.2908,5
981.9835,6
981.3229,6
619.0074,3
619.343,3
981.4901,6
981.6531,6
651.5811,4
982.4863,6
664.6696,3
561.0986,5
701.3718,4
771.0085,5
740.1524,5
651.8312,4
739.9542,5
651.3301,4
436.8446,3
711.3595,4
619.6772,3
711.1056,4
390.17,2
642.6755,6
642.5083,6
642.8423,6
551.0085,7
550.8651,7
609.3071,4
1177.1855,5
1177.3864,5
637.7949,2
609.5577,4
771.209,5
771.4097,5
770.6079,5
771.6104,5
615.2878,5
614.8875,5
609.0555,4
500.3088,2
454.7556,2
643.0094,6
599.3426,2
859.7443,6
860.0749,6
859.9148,6
506.3094,2
859.5749,6
614.6856,5
652.0833,4
635.7903,2
551.1516,7
643.1772,6
1176.9844,5
1031.4913,5
600.3459,2
706.3583,4
1107.6116,7
1075.0984,7
547.2939,2
981.8205,6
1176.5863,5
1176.7847,5
444.7029,2
543.9333,3
706.1061,4
1020.2206,4
1031.6927,5
980.494,6
547.7955,2
506.8109,2
591.6555,6
1108.1827,7
843.2451,6
1019.7175,4
618.6874,5
1071.7767,6
920.6857,4
591.8224,6
312.1527,2
1019.9708,4
618.0852,5
959.0341,7
843.4134,6
1270.564,4
1107.7504,7
615.4885,5
548.2938,2
958.8926,7
959.1749,7
500.8107,2
1072.5818,6
599.8487,2
982.5459,6
1270.3171,4
1072.7485,6
1073.0828,6
849.1396,4
842.9116,6
550.7216,7
753.8467,2
754.3483,2
218.1302,2
1108.0381,7
551.2956,7
754.8493,2
1072.9144,6
1108.3223,7
1107.8939,7
963.5115,4
736.9543,5
736.7546,5
1073.2488,6
752.8647,2
737.1569,5
736.5541,5
512.5088,4
322.1565,2
512.7587,4
512.2589,4
737.3548,5
1070.4886,3
218.6317,2
759.9965,5
959.3207,7
633.3306,6
1070.15,3
618.4867,5
700.1187,4
700.369,4
699.8683,4
391.1874,2
507.421,7
759.5942,5
1072.4102,6
469.2678,2
507.2776,7
700.6201,4
560.4971,5
982.1577,6
759.7952,5
1292.5449,6
982.7839,6
1292.375,6
1292.0428,6
568.3318,3
958.752,7
700.871,4
560.2966,5
591.4886,6
1292.2069,6
1292.7106,6
469.7693,2
591.9899,6
759.3936,5
592.1575,6
568.6666,3
701.1219,4
703.0956,4
753.1471,2
276.6649,2
755.348,2
737.5554,5
703.3483,4
1015.8403,6
633.1647,6
958.6071,7
560.6973,5
933.8141,3
933.155,3
507.5636,7
933.4886,3
959.4641,7
560.8974,5
645.3091,2
760.1964,5
989.0482,7
989.4837,7
637.2924,2
1016.0056,6
1069.8163,3
988.9015,7
989.1929,7
1015.6724,6
982.3229,6
703.5972,4
645.8115,2
961.4489,5
391.6895,2
961.6513,5
1016.1758,6
470.2706,2
1153.7225,6
980.9909,6
981.1569,6
981.3242,6
980.8242,6
980.6576,6
981.9911,6
932.8245,3
840.9954,7
933.8255,3
961.2569,5
981.4902,6
981.6569,6
1016.3408,6
651.5826,4
993.4681,5
455.2575,2
532.7023,5
961.0548,5
609.7737,4
420.6864,2
568.9999,3
1084.5249,5
906.2169,5
905.8145,5
906.0161,5
856.1077,4
856.3568,4
856.6071,4
906.4178,5
905.6152,5
614.8879,5
906.6186,5
1132.2665,4
1132.5164,4
906.8161,5
665.6257,4
1132.7683,4
1132.0164,4
856.8585,4
855.8559,4
635.7912,2
599.347,2
1133.0168,4
907.0165,5
1184.7917,4
857.3534,4
615.0879,5
988.7654,7
1131.7649,4
989.3311,7
547.2949,2
981.8247,6
725.3564,2
1185.0452,4
1184.5414,4
1185.2939,4
370.6943,2
1133.2681,4
1176.9865,5
1069.9187,6
547.796,2
591.6563,6
1069.751,6
857.1097,4
636.0499,4
831.8005,5
685.8359,4
915.0077,5
1069.5808,6
993.6709,5
847.3954,3
580.9012,5
581.1018,5
1069.4144,6
1069.25,6
857.6108,4
1070.0857,6
371.1961,2
686.0869,4
980.4902,6
665.3749,4
580.7006,5
1070.2489,6
612.9129,5
1283.0933,5
704.9505,5
1177.3883,5
959.036,7
704.7504,5
1176.7858,5
599.8486,2
665.877,4
705.1511,5
613.1141,5
1069.0835,6
587.627,6
704.5498,5
723.037,3
1283.4967,5
723.371,3
218.1303,2
612.7122,5
587.794,6
1283.6959,5
705.3517,5
587.4604,6
1283.2949,5
1070.4153,6
542.5294,4
613.3143,5
982.489,6
880.9374,4
587.294,6
753.6398,4
581.3018,5
603.1127,5
880.6865,4
400.6582,2
958.8909,7
587.9612,6
1068.9108,6
603.3126,5
765.8912,4
753.8922,4
524.9541,3
602.9121,5
542.78,4
1016.5082,6
766.1438,4
982.157,6
599.2701,2
525.2883,3
449.786,2
1000.6121,7
218.6322,2
599.7718,2
615.2892,5
753.391,4
469.7697,2
568.332,3
754.3714,4
754.1179,4
754.6224,4
450.287,2
754.8735,4
765.6404,4
1000.3244,7
1129.0413,2
753.8628,4
1000.4712,7
713.097,4
772.6599,4
614.6873,5
1128.5415,2
659.8224,2
713.3452,4
568.6668,3
772.9114,4
1015.84,6
462.2592,3
450.7883,2
618.3289,5
618.5291,5
1005.4915,3
660.3229,2
772.4092,4
786.4257,2
725.7589,5
1016.009,6
773.1605,4
398.7043,2
712.8456,4
786.9276,2
918.7349,7
618.1276,5
451.2896,2
713.5984,4
554.8369,2
417.6778,2
470.2711,2
570.8804,5
841.1344,7
618.73,5
570.6797,5
825.4376,4
713.8458,4
1016.1745,6
825.1852,4
980.9882,6
981.1567,6
980.8232,6
980.657,6
981.9881,6
563.6392,3
1129.5447,2
660.8245,2
981.4896,6
981.6547,6
1016.3388,6
773.4104,4
586.0084,3
555.3387,2
995.9081,7
585.6741,3
525.6221,3
982.3246,6
420.686,2
996.0488,7
571.0792,5
714.0969,4
570.4775,5
606.9813,6
564.3038,3
966.3213,7
996.3279,7
965.7466,7
594.517,5
606.8148,6
966.0367,7
607.1492,6
783.8222,2
765.6267,4
995.7615,7
607.3171,6
743.1439,4
575.3047,7
742.6431,4
742.8936,4
606.6485,6
965.8918,7
577.8143,6
635.7894,2
784.3245,2
728.1777,5
981.8201,6
1025.7778,7
727.9772,5
727.7748,5
504.7843,6
728.3779,5
1026.0641,7
891.4774,2
891.9771,2
996.1965,7
787.4307,2
676.6458,7
594.717,5
594.3172,5
563.9725,3
645.3737,2
874.9538,2
861.6623,4
995.6223,7
594.9175,5
743.3975,4
762.9865,5
763.3867,5
763.1873,5
965.606,7
1036.4037,6
636.158,6
995.4777,7
762.7871,5
1036.5731,6
875.4561,2
861.9189,4
636.3237,6
635.9897,6
1036.7384,6
763.5884,5
803.3839,5
1036.9043,6
1036.2386,6
966.1804,7
805.2065,5
803.1812,5
802.9814,5
805.0093,5
805.4097,5
953.9831,4
615.0876,5
802.7828,5
635.8237,6
980.4875,6
803.5836,5
459.7497,4
614.1591,6
747.9924,5
1243.8856,5
614.3254,6
613.9923,6
1243.4839,5
748.1932,5
636.4915,6
1243.6862,5
748.3973,5
736.79,5
736.5893,5
736.9903,5
1037.0709,6
778.8106,5
737.1898,5
790.2162,5
623.6629,6
524.6192,3
477.5193,4
477.2682,4
736.3892,5
614.4941,6
779.0115,5
835.3823,5
613.8262,6
835.584,5
778.6108,5
524.9538,3
526.4235,7
477.7695,4
748.5952,5
779.2114,5
778.4088,5
835.7831,5
747.7928,5
790.0149,5
623.4966,6
478.02,4
737.3907,5
526.7094,7
623.8297,6
526.5663,7
614.6608,6
790.4153,5
529.7943,4
530.0452,4
450.2867,2
636.3574,3
820.8317,5
820.6312,5
821.0323,5
821.2325,5
862.8522,5
863.0521,5
862.6516,5
656.2183,6
530.2957,4
820.4301,5
649.1765,6
478.2702,4
649.3444,6
691.2344,6
636.0226,3
382.2164,5
621.2001,6
532.6008,7
450.788,2
532.4576,7
1062.8173,3
1062.4839,3
1062.1504,3
382.0156,5
1063.1516,3
920.4883,4
920.735,4
988.5093,2
636.6898,3
920.9877,4
649.0101,6
530.5456,4
538.7917,2
526.2799,7
706.3915,3
1063.4875,3
526.8528,7
706.0577,3
568.666,3
382.4166,5
1148.0601,7
596.6579,6
882.9293,4
596.4906,6
1063.821,3
883.1862,4
511.2778,7
981.1558,6
980.8206,6
980.9908,6
981.3232,6
779.4128,5
460.0007,4
876.0701,3
876.4049,3
511.4224,7
980.6592,6
981.4882,6
1148.349,7
875.7351,3
406.2563,2
1148.2072,7
1178.2224,7
1147.9199,7
737.5923,5
883.4286,4
1178.3646,7
650.7969,2
910.6843,5
910.8852,5
910.4846,5
952.9066,5
952.7072,5
759.072,6
758.9044,6
952.5059,5
994.9265,5
911.0862,5
753.8642,4
715.3817,3
459.4993,4
754.1139,4
1148.4872,7
715.0449,3
754.3644,4
753.6135,4
981.6575,6
1178.4999,7
715.7142,3
406.7579,2
596.325,6
969.2416,5
533.2711,3
533.6058,3
1147.7749,7
481.771,2
698.1371,4
716.0486,3
969.439,5
828.7319,6
754.6172,4
1339.2365,6
1339.5675,6
969.642,5
626.3199,4
969.0374,5
533.9397,3
697.8868,4
828.565,6
697.6362,4
496.0855,5
946.0532,5
558.5115,5
946.2526,5
956.8984,5
945.8531,5
945.6511,5
1178.076,7
633.9996,3
828.3989,6
1148.7771,7
1148.6327,7
1339.4012,6
633.6657,3
760.659,4
626.07,4
558.7124,5
969.8428,5
698.3891,4
744.6279,4
744.8763,4
806.3771,3
806.7116,3
807.0436,3
558.3106,5
754.3748,4
392.7222,2
760.9086,4
903.934,6
605.2845,4
645.8414,2
903.7687,6
904.1,6
1208.2395,7
904.4354,6
698.6397,4
459.7504,4
635.7908,2
597.6641,3
903.5988,6
807.3793,3
605.5358,4
1084.3162,5
605.0343,4
597.9987,3
1178.6465,7
760.4066,4
904.2657,6
448.7501,4
448.4993,4
774.8,7
938.9514,6
598.3334,3
449.0008,4
775.0862,7
1208.3792,7
1084.517,5
774.9434,7
449.2509,4
1178.7896,7
652.8347,4
605.7852,4
774.6567,7
1208.6646,7
1207.9478,7
903.429,6
668.0322,3
1177.9332,7
819.4204,2
819.9223,2
1339.0646,6
1177.7902,7
771.3636,4
807.7141,3
590.3113,4
1339.9041,6
590.0604,4
667.6972,3
587.3052,2
497.2751,4
590.5624,4
587.8068,2
738.0173,3
663.0328,3
822.3984,6
662.6987,3
668.3665,3
786.7463,3
761.1593,4
497.526,4
986.4766,5
663.3671,3
497.7767,4
670.6691,3
434.725,4
822.2313,6
598.9999,3
449.5016,4
434.4743,4
706.5845,5
1208.5128,7
1208.0938,7
645.1755,6
461.9961,4
461.7454,4
965.4547,5
1374.2534,6
737.6811,3
1148.9189,7
965.2551,5
1147.6292,7
1374.7554,6
1374.0861,6
738.3499,3
1148.0631,7
568.6662,3
591.7902,2
1339.7343,6
592.2908,2
706.7857,5
568.3313,3
1374.5839,6
1149.0634,7
1374.9158,6
981.1539,6
1374.4196,6
873.4153,5
873.6139,5
873.2128,5
873.8138,5
1373.9269,6
592.7927,2
1178.9276,7
774.0073,5
1148.3451,7
460.0012,4
706.9856,5
874.0162,5
1091.5159,4
771.731,3
706.3851,5
584.9276,5
1091.7687,4
882.7944,5
1178.2181,7
1148.2025,7
1091.2653,4
1092.0145,4
1178.3616,7
874.2125,5
1091.0126,4
1147.92,7
801.4117,3
748.8057,5
993.9717,4
801.7434,3
593.2941,2
802.0759,3
474.5407,4
588.9887,6
1092.2688,4
683.3403,4
874.4158,5
1148.4883,7
1178.5057,7
802.4116,3
1144.0398,4
1092.5138,4
459.4992,4
1143.792,4
707.1866,5
1144.5403,4
1144.2915,4
1147.7709,7
558.9073,5
920.2239,5
920.0226,5
517.6016,3
920.4211,5
920.625,5
589.1556,6
559.1085,5
845.2036,5
1339.5707,6
1339.2379,6
696.8416,2
517.9364,3
529.531,4
529.7818,4
941.6143,6
589.3221,6
748.6052,5
882.4122,5
1178.0758,7
582.3087,4
518.27,3
919.8251,5
626.3128,4
920.8228,5
630.6589,3
473.4965,4
631.3284,3
473.2459,4
1148.6329,7
630.9938,3
708.3557,4
708.6063,4
844.9976,5
708.1057,4
626.0623,4
844.7974,5
834.7498,3
941.7794,6
941.4451,6
1149.7739,4
518.6047,3
856.4289,2
626.5632,4
465.2468,3
626.8139,4
621.3203,3
856.9321,2
727.6945,3
728.0271,3
767.0833,2
997.5139,3
941.9444,6
941.2787,6
1129.9363,5
997.8478,3
944.1339,3
943.8077,3
905.977,2
597.9978,3
597.6629,3
753.8594,2
905.4754,2
546.0219,4
620.9865,3
728.3609,3
546.2721,4
708.8572,4
481.6048,3
448.4988,4
448.7495,4
919.6482,5
919.8497,5
919.4465,5
766.5418,6
465.581,3
857.4343,2
828.9407,5
766.8764,6
598.3316,3
766.3737,6
766.7082,6
754.3553,2
754.8652,2
829.1407,5
621.6552,3
920.0497,5
864.9453,2
546.5235,4
1177.9341,7
655.7689,2
656.2711,2
919.2471,5
481.9396,3
865.4453,2
762.3708,2
728.6925,3
1177.7876,7
920.2527,5
715.0209,3
715.3569,3
593.7637,2
594.2648,2
1063.9736,4
577.8168,4
819.3687,6
819.0331,6
819.2025,6
577.5657,4
651.3489,2
594.7666,2
1064.2242,4
475.2509,2
651.8491,2
1063.722,4
982.6418,5
492.085,5
857.9328,2
1063.4711,4
1178.6521,7
595.2672,2
581.0975,5
1064.472,4
800.8879,4
800.637,4
715.6902,3
652.3502,2
475.7527,2
492.2852,5
614.854,4
698.8147,2
920.0926,3
699.3142,2
919.7615,3
801.1398,4
615.1066,4
664.2829,2
1148.0627,7
568.3319,3
920.4307,3
920.762,3
491.8845,5
625.3214,5
463.0734,5
426.0413,5
699.8182,2
595.7683,2
426.2417,5
580.8969,5
795.1288,4
761.1682,5
794.8765,4
761.5684,5
761.3655,5
921.0959,3
794.6236,4
852.3964,5
1148.3488,7
795.6296,4
750.9548,5
951.2083,4
751.3539,5
951.4583,4
688.2924,3
687.9589,3
760.9681,5
795.3789,4
688.626,3
581.4976,5
751.1539,5
537.7453,2
538.2467,2
761.7691,5
814.1437,4
747.9562,5
747.756,5
813.8939,4
940.851,5
1148.2032,7
626.1302,6
748.1556,5
626.2967,6
625.9631,6
623.4644,6
747.5535,5
751.5571,5
380.734,2
623.2978,6
789.9744,5
793.1765,5
792.9746,5
748.3552,5
751.755,5
793.3771,5
626.4633,6
793.575,5
748.5546,5
941.0492,5
623.6315,6
713.74,5
713.9402,5
625.7966,6
664.7935,2
626.6312,6
937.0219,5
751.9552,5
538.7487,2
892.174,4
891.9222,4
1336.4193,7
1336.2738,7
792.7761,5
714.1397,5
1336.5604,7
892.4235,4
793.7765,5
727.3659,5
810.3795,4
333.5396,3
1336.7,7
1336.1298,7
991.4672,4
1335.988,7
1559.3204,6
990.9669,4
991.2186,4
1558.6533,6
714.3408,5
1558.8191,6
1559.1503,6
1336.8463,7
1558.9875,6
1336.9869,7
1043.7452,4
1335.8457,7
1558.4844,6
430.2396,2
713.5388,5
333.8739,3
1366.4351,7
656.6716,3
1366.8623,7
991.7209,4
1043.9939,4
1366.7212,7
899.6863,4
461.5798,3
1559.4911,6
1337.1318,7
1559.6528,6
736.5518,5
1594.0028,6
1593.8369,6
736.351,5
639.3568,4
639.1054,4
1366.2889,7
613.961,6
736.7521,5
613.7944,6
614.1284,6
649.9499,3
461.9139,3
736.952,5
649.6158,3
639.6064,4
778.5726,5
778.7733,5
778.3729,5
614.2947,6
650.2836,3
736.1506,5
998.3273,7
614.4615,6
613.6261,6
998.0406,7
737.1526,5
998.1812,7
462.2483,3
779.1721,5
998.4684,7
997.8981,7
1558.3207,6
1594.3345,6
1593.6718,6
1020.6215,7
1164.5465,6
650.6178,3
1164.3813,6
998.6102,7
1021.0494,7
1190.5586,6
1020.9044,7
481.9388,3
997.7552,7
692.367,2
1164.2129,6
1164.7134,6
1164.0439,6
1020.7633,7
1594.1693,6
1190.7236,6
593.7632,2
594.2647,2
1366.1388,7
998.7573,7
1028.3436,7
1028.1992,7
1191.2197,6
1028.0596,7
1559.985,6
1199.0627,6
594.7658,2
1559.8176,6
430.7415,2
510.2843,3
392.7495,2
1607.3151,7
445.8674,5
571.0159,3
1607.033,7
1366.0072,7
1028.4833,7
1577.5784,7
1164.8817,6
384.2359,2
711.8586,4
588.3141,3
1190.8915,6
1517.4117,7
361.1746,2
1020.4764,7
692.8684,2
1190.3885,6
597.3029,3
597.6373,3
712.1101,4
597.971,3
1337.2811,7
510.6179,3
611.4612,6
611.295,6
948.8092,3
711.6083,4
712.3602,4
949.1447,3
895.449,2
598.3038,3
611.1277,6
1517.2672,7
733.3511,5
1517.1267,7
948.4771,3
895.9518,2
733.5532,5
616.3132,2
1199.561,6
949.4764,3
1547.2935,7
701.3544,2
566.8105,2
712.6125,4
1517.5576,7
401.7361,2
896.4539,2
1517.8462,7
598.6394,3
1199.2256,6
1517.2841,7
733.1517,5
732.9514,5
691.3661,2
381.2354,2
611.628,6
384.7373,2
939.5273,2
616.8149,2
462.5821,3
733.7524,5
567.3124,2
889.6168,5
858.4346,2
393.2507,2
1637.7588,7
1607.887,7
1637.4734,7
1637.6156,7
1637.3313,7
1547.5708,7
1607.6018,7
1667.4879,7
1667.63,7
1577.1621,7
889.8178,5
889.4176,5
890.0175,5
890.2183,5
986.8911,7
1112.0186,4
1111.5173,4
1111.7671,4
987.0312,7
889.2159,5
1112.2697,4
890.4184,5
1487.261,7
1335.7017,7
1112.5192,4
475.5193,4
414.8782,3
1336.4156,7
987.3206,7
633.3564,3
633.6898,3
1111.2679,4
1164.2986,4
634.0247,3
475.2691,4
890.6185,5
1517.6958,7
1336.5591,7
1336.2797,7
921.9198,4
922.1711,4
1547.1489,7
922.4182,4
475.7704,4
1164.8002,4
601.3363,2
703.7252,3
1487.6823,7
921.6687,4
514.2692,3
922.6713,4
1112.7738,4
585.8061,4
514.6035,3
581.787,2
1516.9788,7
585.5558,4
430.2395,2
922.9211,4
373.7318,2
586.0572,4
438.9195,3
931.6397,5
634.3591,3
492.6162,3
644.2801,2
673.3741,2
461.5793,3
898.2096,5
439.2537,3
691.0331,3
514.9376,3
534.6119,3
534.9464,3
582.2884,2
890.8188,5
553.3331,3
492.9499,3
1547.4247,7
439.5879,3
673.8741,2
644.7802,2
1009.4612,5
898.6083,5
898.4081,5
1547.7133,7
1009.2596,5
461.9133,3
468.8463,5
