Precursor actual m/z,Precursor actual charge
461.5713,3
516.0411,4
462.2177,3
563.8102,2
841.1569,4
417.2355,3
417.5698,3
417.9039,3
619.0397,4
841.4083,4
841.6591,4
814.1315,4
673.1265,5
427.2105,2
289.6688,2
618.7889,4
673.3273,5
619.2899,4
814.3825,4
619.5405,4
516.2905,4
681.3234,2
681.8254,2
840.9066,4
673.5276,5
825.0505,3
672.9265,5
433.2411,2
484.2742,4
461.9046,3
841.908,4
814.6333,4
813.8815,4
484.5249,4
619.7906,4
824.7162,3
673.7279,5
825.3829,3
429.2477,4
429.498,4
452.7671,2
682.3257,2
719.5647,6
523.5156,4
597.9556,3
800.5684,4
381.7168,2
800.8193,4
389.2184,3
763.1811,5
597.6216,3
825.7164,3
842.1579,4
763.3829,5
643.8457,2
644.3469,2
448.7184,4
800.3182,4
801.0688,4
448.4675,4
763.5818,5
448.969,4
620.0403,4
516.5417,4
598.2897,3
856.8924,2
295.1997,3
644.8477,2
801.3185,4
892.9203,2
433.7404,2
687.049,3
382.2187,2
662.5425,5
857.3949,2
662.3426,5
762.9802,5
399.9088,3
389.5527,3
893.4217,2
687.3837,3
662.7447,5
292.2127,2
794.1334,4
648.3,3
636.3198,6
636.152,6
647.9653,3
648.634,3
636.4852,6
763.782,5
400.2428,3
598.6235,3
857.8951,2
635.986,6
648.9671,3
413.7143,2
636.6525,6
673.9293,5
698.7379,5
554.6664,5
645.3483,2
597.2952,3
426.9935,4
971.9476,2
285.6104,3
971.4461,2
953.725,4
249.7453,4
954.2255,4
369.2054,5
492.7603,2
953.9756,4
972.4481,2
649.3018,3
306.1587,2
722.0106,3
497.5745,3
497.9088,3
873.1719,4
719.1132,5
523.7662,4
568.9897,3
554.2655,5
779.3681,3
779.7023,3
721.6762,3
780.0363,3
698.9389,5
722.3449,3
662.9434,5
873.422,4
699.1377,5
569.3237,3
560.2629,2
541.7602,4
541.5095,4
589.8137,4
542.0101,4
427.2446,4
780.3708,3
722.6792,3
554.4663,5
392.5444,3
845.4158,2
560.7652,2
845.9167,2
414.2163,2
318.1306,2
827.9288,4
392.8783,3
732.0385,3
828.1792,4
364.6453,3
305.1556,2
305.6572,2
694.9974,3
731.7039,3
780.7064,3
542.2607,4
698.5389,5
521.4997,4
694.6636,3
521.2484,4
523.6162,3
695.3309,3
723.0131,3
523.9501,3
460.2534,3
360.5705,3
569.6576,3
416.2039,2
873.674,4
846.4183,2
392.9634,4
393.2141,4
393.465,4
573.2826,4
524.2847,3
732.3723,3
383.1916,2
544.3358,3
460.5879,3
619.4624,7
695.6663,3
292.7146,2
619.6053,7
542.5117,4
723.347,3
590.3142,4
561.2658,2
577.2977,3
577.6331,3
881.9233,2
573.0329,4
469.5197,4
573.5336,4
719.314,5
882.4251,2
524.6193,3
502.6126,3
332.3235,3
515.7904,4
521.7499,4
515.5394,4
522.0007,4
461.6992,2
412.7535,2
332.6578,3
385.576,3
385.9102,3
882.9252,2
605.3084,5
506.2813,3
1082.5153,2
516.0404,4
512.2427,4
300.1835,4
512.4937,4
536.2251,3
535.8907,3
506.6143,3
714.0308,3
456.8979,3
478.302,2
713.6949,3
466.7664,4
432.7367,2
433.2383,2
476.2507,2
512.7435,4
536.5588,3
682.6555,3
714.3666,3
629.0518,4
402.8787,3
500.913,3
469.2685,4
883.4284,2
360.2133,2
402.5444,3
682.9884,3
499.9043,3
859.2521,6
886.9078,2
400.5774,3
859.4176,6
677.3392,2
677.839,2
536.8926,3
886.4061,2
495.2565,3
473.5184,4
386.5787,3
718.914,5
500.238,3
859.0853,6
695.9987,3
678.3401,2
413.2105,4
413.4612,4
603.8145,2
603.3135,2
461.6154,3
360.7058,2
714.6971,3
473.2665,4
403.2124,3
346.4635,4
683.3235,3
346.7141,4
736.8478,4
737.0992,4
790.5825,5
530.778,2
512.9944,4
399.909,3
374.9289,4
461.9503,3
790.7845,5
678.8432,2
684.9301,5
495.5901,3
452.7613,2
561.3573,2
550.9472,3
400.243,3
475.7476,2
685.1307,5
790.3825,5
506.9489,3
500.5728,3
537.2274,3
346.9647,4
351.7006,2
685.3306,5
550.6124,3
427.2161,2
375.1797,4
658.8208,6
462.2832,3
858.9165,6
708.8363,2
427.7182,2
684.7313,5
689.022,3
733.8019,4
316.1823,2
689.3553,3
316.6838,2
859.5847,6
689.6895,3
668.8786,2
736.5009,7
438.7529,2
722.011,3
477.695,2
736.7871,7
736.6405,7
487.7757,2
509.2907,2
418.7299,2
531.2781,2
302.197,2
439.2544,2
721.6765,3
722.3453,3
431.2291,2
690.0245,3
488.2769,2
669.3809,2
431.7301,2
1030.6995,5
429.223,2
478.1969,2
541.7601,4
542.0107,4
292.2129,2
592.3228,2
434.5681,3
386.2134,2
736.3596,7
504.269,4
434.9019,3
722.6793,3
592.8236,2
690.3572,3
672.0226,3
671.6896,3
469.771,4
983.9367,2
853.095,4
803.3333,2
453.2628,2
694.9967,3
521.4995,4
504.0185,4
542.2612,4
504.5197,4
608.3016,2
263.1285,2
731.1649,5
1030.8999,5
439.7558,2
694.6628,3
695.3307,3
521.2485,4
723.0132,3
672.3583,3
656.9863,3
656.6523,3
548.6121,3
608.8027,2
504.7706,4
731.3655,5
396.2277,3
469.9198,3
730.9644,5
470.2537,3
697.6761,3
593.2945,2
548.9463,3
649.3172,6
736.9302,7
695.665,3
408.2148,4
698.0105,3
470.588,3
609.3044,2
657.3209,3
649.4856,6
698.3454,3
473.7696,4
396.5623,3
411.7108,4
874.4238,2
698.6793,3
726.6136,4
726.3633,4
418.7068,2
478.9295,3
874.9255,2
470.9219,3
332.3237,3
521.7501,4
249.2439,4
481.26,2
419.2087,2
522.0012,4
481.7617,2
558.7861,2
704.3762,2
730.7639,5
549.2822,3
332.6581,3
1031.1001,5
699.0145,3
490.2544,2
411.9617,4
559.2886,2
726.1132,4
419.7101,2
535.8913,3
536.2255,3
478.2959,2
581.2931,5
319.1995,3
875.4252,2
609.8049,2
858.7504,6
581.0922,5
649.6514,6
478.7976,2
746.3599,2
753.9744,5
422.2694,2
746.8618,2
753.7729,5
1030.4983,5
459.2476,3
444.2456,2
859.7515,6
1031.3004,5
423.7404,2
754.1746,5
615.6535,3
671.0184,3
747.3652,2
1072.8376,7
807.0597,3
859.2518,6
859.4182,6
473.5186,4
536.8919,3
508.495,4
806.7249,3
753.574,5
435.5638,3
492.1993,2
915.4203,2
859.0841,6
1073.1224,7
508.2444,4
526.253,2
508.7457,4
388.2212,3
435.8986,3
941.9658,4
615.9872,3
388.5557,3
473.2682,4
754.3758,5
469.8912,3
470.2254,3
677.6575,3
677.3214,3
470.5594,3
677.9919,3
526.7543,2
942.4682,4
942.2159,4
807.3934,3
508.996,4
436.2327,3
470.8926,3
318.1981,2
754.575,5
388.8899,3
635.6443,3
481.5821,3
689.5881,4
678.325,3
481.9165,3
548.805,2
807.7269,3
595.2966,4
689.8384,4
635.3107,3
549.3069,2
334.7266,2
482.2487,3
305.1901,2
628.4798,6
509.2465,4
942.7175,4
464.7661,2
689.336,4
652.8422,2
628.3127,6
858.9175,6
400.2506,2
653.345,2
737.0743,7
1210.0857,2
628.6464,6
581.8288,2
700.3698,2
704.3336,2
1209.5839,2
736.644,7
736.5018,7
736.7875,7
859.5846,6
400.7523,2
754.7761,5
459.9958,4
474.2541,4
1210.5864,2
690.0894,4
436.5671,3
591.6324,3
383.7165,2
628.1453,6
591.2983,3
384.218,2
459.7448,4
502.7446,2
628.813,6
942.9692,4
1030.7009,5
305.6917,2
487.2644,4
487.0138,4
543.1075,6
487.5143,4
565.7626,4
704.8353,2
443.9766,4
460.2465,4
736.3592,7
786.3675,2
443.7255,4
649.3495,3
465.2672,2
487.7655,4
556.3016,2
714.0042,3
649.0157,3
591.9669,3
694.9968,3
1030.8986,5
649.6833,3
488.0156,4
651.5264,5
651.3276,5
677.5356,5
677.7365,5
713.6705,3
694.6624,3
521.2491,4
695.3314,3
650.0184,3
612.6578,3
357.2065,3
651.1254,5
286.2002,2
700.8709,2
444.2271,4
431.5735,3
460.4967,4
542.94,6
875.5782,6
431.2381,3
622.3736,4
612.9918,3
651.7274,5
544.7722,4
488.2681,4
736.931,7
695.6658,3
677.3364,5
570.3437,2
386.7217,2
570.8457,2
556.8027,2
495.2987,3
875.2426,6
677.937,5
473.7688,4
359.6997,2
526.6376,3
526.3033,3
526.9719,3
469.2694,4
469.5201,4
395.2298,4
394.9792,4
527.3062,3
395.4805,4
571.3458,2
380.8993,3
494.9641,3
249.4943,4
390.0121,5
436.7303,2
859.9169,6
1031.0996,5
389.8117,5
390.2128,5
789.4529,2
788.9515,2
381.2335,3
395.7311,4
542.7729,6
508.7863,2
789.9543,2
498.2541,3
571.8478,2
708.0032,3
587.2884,2
499.8784,3
382.7315,2
499.5437,3
527.6396,3
753.973,5
397.7243,2
496.9359,3
496.6015,3
489.7744,2
509.2871,2
707.6689,3
398.2262,2
587.7934,2
753.7726,5
859.7524,6
332.3233,3
388.5505,3
381.5677,3
512.3016,2
1030.4984,5
623.046,4
490.2766,2
754.1733,5
859.2505,6
326.8521,3
430.6913,2
327.1863,3
420.761,2
564.9481,6
622.7944,4
437.2472,2
399.2429,2
473.5183,4
859.4175,6
623.2961,4
572.3497,2
356.7215,2
458.5082,4
675.5719,4
431.1921,2
893.4204,2
753.5712,5
859.0823,6
388.8852,3
671.0648,4
437.748,2
427.6826,2
892.9207,2
670.8137,4
623.5466,4
531.2531,4
708.3382,3
473.2679,4
894.4179,2
671.3141,4
675.8232,4
675.3205,4
696.3451,2
628.5614,4
676.0728,4
1031.2964,5
688.0076,3
438.2487,2
687.6724,3
894.0825,3
671.5657,4
313.1549,2
458.7596,4
478.5621,3
830.7264,3
702.3664,2
521.264,3
696.8461,2
444.2693,5
676.3242,4
701.8636,2
830.3913,3
629.0636,4
328.7027,2
521.5988,3
390.7153,2
377.6945,2
737.0735,7
444.4693,5
360.8701,3
858.916,6
361.2046,3
378.1963,2
527.6227,3
478.8969,3
337.661,2
900.7611,3
736.7868,7
830.0574,3
736.6429,7
448.2554,3
588.3185,2
736.5014,7
579.3021,3
710.3778,2
802.4042,2
726.77,2
676.574,4
588.8193,2
433.2452,2
726.269,2
442.679,2
690.3235,3
459.0119,4
623.7965,4
589.3214,2
540.8022,2
487.0131,4
487.2636,4
487.514,4
633.0258,3
632.6917,3
475.0213,4
474.7697,4
628.8122,4
554.8979,3
633.3601,3
466.7646,2
475.2719,4
592.3268,2
498.6378,5
592.8279,2
389.2192,3
498.4371,5
555.2324,3
633.6951,3
498.839,5
649.3492,3
649.0159,3
487.7648,4
467.2658,2
475.5222,4
837.1979,5
863.3666,5
338.1625,2
758.3741,3
697.8334,6
649.6814,3
837.6012,5
837.3992,5
429.9045,3
555.5653,3
698.0007,6
836.9986,5
758.7086,3
332.1608,6
407.9734,7
459.247,4
697.6656,6
837.8015,5
318.1303,2
407.8303,7
698.1674,6
430.2394,3
634.0289,3
846.145,4
759.043,3
629.3138,4
475.7729,4
1046.2487,4
697.5002,6
598.1447,7
555.8989,3
467.7676,2
412.5879,3
598.2863,7
570.3442,2
570.8454,2
698.3362,6
713.3477,2
713.85,2
1046.4977,4
430.5735,3
400.2527,2
846.3962,4
838.002,5
380.5648,3
394.9789,4
526.972,3
395.2312,4
1045.9984,4
466.2709,2
1045.7476,4
469.5204,4
571.3465,2
380.899,3
598.4312,7
590.2834,2
395.4804,4
680.0289,3
439.4423,5
439.242,5
409.5022,4
698.5009,6
381.2333,3
680.6947,3
590.0328,4
589.7814,4
598.5737,7
409.7527,4
1046.7489,4
412.9221,3
492.4697,5
714.3496,2
571.8479,2
501.5882,3
492.2668,5
492.6689,5
615.5861,4
627.8165,4
549.0524,4
615.335,4
628.0668,4
733.7989,4
318.632,2
674.3558,2
627.5663,4
665.0615,6
206.1969,3
492.87,5
611.2844,2
655.8262,4
469.2713,4
615.0838,4
623.0462,4
381.5674,3
388.5507,3
644.3535,2
331.9892,3
628.3174,4
451.2487,2
734.0488,4
644.8561,2
665.2282,6
623.2969,4
622.7952,4
466.6052,3
572.3489,2
1033.7166,6
439.6436,5
459.261,4
520.474,5
1033.5486,6
664.8933,6
458.5085,4
388.8853,3
412.2403,3
412.5742,3
536.2947,3
536.6302,3
581.3276,2
480.2336,3
801.0052,7
466.9395,3
480.5667,3
1033.881,6
586.3025,3
586.6363,3
400.898,3
400.5636,3
449.2335,4
600.343,2
548.9532,3
586.97,3
991.8572,6
469.7291,2
448.9827,4
470.2308,2
992.024,6
473.5187,4
581.2504,2
991.6906,6
458.7595,4
364.1837,3
598.309,3
529.6313,3
529.9655,3
543.9306,3
598.6421,3
449.4839,4
992.1904,6
992.3571,6
1034.0486,6
524.6038,3
530.3004,3
509.2643,3
991.5249,6
992.5241,6
955.9456,2
955.444,2
801.1501,7
1033.3844,6
544.2645,3
524.2691,3
508.9294,3
530.6339,3
545.7725,2
600.844,2
460.5005,4
282.6794,2
850.4505,7
470.732,2
460.7513,4
801.2923,7
956.4457,2
814.3889,4
544.5983,3
557.7648,4
801.4358,7
992.6895,6
814.6387,4
459.0098,4
800.8627,7
509.5977,3
461.0019,4
826.4685,2
1034.2159,6
557.5144,4
763.3918,2
364.5181,3
825.9668,2
814.1374,4
440.5838,3
444.9233,3
762.8905,2
956.9453,2
850.5916,7
1033.2161,6
412.9087,3
815.1412,4
445.2571,3
793.9433,2
581.7534,2
509.9325,3
408.1992,4
544.9316,3
886.1867,7
595.5831,3
510.2798,3
298.1677,2
721.8857,5
804.3945,2
850.1635,7
626.2883,3
718.3753,3
408.4504,4
814.8922,4
595.2492,3
597.0302,4
402.7358,2
763.8945,2
597.2807,4
597.5305,4
796.0389,3
795.7048,3
796.3738,3
1034.3837,6
719.0444,3
803.8915,2
826.9693,2
597.7814,4
796.7079,3
598.0322,4
886.0452,7
350.208,2
886.3294,7
721.6864,5
1123.5032,2
957.4471,2
570.3445,2
570.8458,2
470.5618,3
470.8962,3
394.8849,3
395.2194,3
556.6286,3
471.2307,3
556.9629,3
1122.9995,2
380.5651,3
571.347,2
1124.0032,2
537.9343,3
538.2684,3
395.5535,3
797.0401,3
538.6027,3
719.3806,3
381.2334,3
466.5198,4
434.2147,4
433.9642,4
396.1961,3
434.4656,4
822.5673,5
1124.5074,2
447.9071,3
822.1671,5
571.8488,2
822.3665,5
755.0119,3
822.7679,5
538.9365,3
578.6174,3
886.4708,7
578.2834,3
721.4874,5
403.7022,4
894.429,4
466.2702,4
483.2655,4
403.9531,4
456.0753,5
483.5146,4
749.3345,3
819.3889,2
617.7749,4
445.5923,3
901.8566,4
733.5948,4
807.2726,7
733.3428,4
749.0028,3
715.3415,4
749.6696,3
733.8452,4
689.5367,5
714.8406,4
655.3436,2
595.9171,3
596.2499,3
715.0884,4
733.0923,4
591.8245,2
655.8442,2
756.6639,3
617.5237,4
1033.7174,6
1033.5502,6
592.3258,2
643.6841,3
644.0186,3
388.5509,3
763.9921,3
483.766,4
611.3442,3
381.5679,3
458.5088,4
801.0065,7
521.5151,4
521.2637,4
521.7656,4
449.5901,3
449.9245,3
395.8875,3
807.4164,7
807.1298,7
1033.8833,6
384.2243,2
644.3524,3
734.0949,4
695.0175,3
618.0255,4
459.2612,4
861.4194,4
522.0159,4
487.2806,4
992.0237,6
991.8569,6
694.6833,3
695.3518,3
487.0301,4
484.0164,4
589.2987,2
689.3367,5
384.7263,2
586.9869,3
458.7594,4
991.69,6
586.653,3
625.3036,2
596.5837,3
497.8767,3
487.5303,4
861.1692,4
941.818,6
625.8055,2
1034.0493,6
992.1901,6
522.2662,4
498.2108,3
539.6171,3
670.3466,3
581.2872,2
533.9433,3
695.6841,3
550.2573,4
1033.3828,6
753.5444,5
503.8951,5
504.0954,5
670.0143,3
534.2787,3
753.741,5
374.8544,3
444.7081,2
539.9519,3
476.6039,3
670.6807,3
503.6949,5
629.6179,4
629.8678,4
629.3668,4
487.7819,4
362.5423,3
550.0059,4
504.2961,5
385.2279,2
375.1887,3
630.1189,4
671.0174,3
362.8768,3
449.8715,3
445.2099,2
450.206,3
498.5443,3
479.0164,4
772.8622,4
440.9147,3
519.2943,4
504.4969,5
479.2666,4
519.5455,4
674.3039,2
671.3519,3
674.8047,2
595.5836,3
523.2966,2
543.2682,2
543.7706,2
519.0435,4
363.2112,3
479.5177,4
450.5403,3
445.7078,2
595.2494,3
530.0329,7
530.1758,7
733.6741,3
530.3196,7
671.6891,3
672.0227,3
530.4621,7
505.7542,2
529.8887,7
474.9168,3
414.5771,3
414.9115,3
544.2719,2
734.0087,3
633.1747,5
442.2362,3
608.298,4
633.3735,5
711.3699,2
475.2503,3
672.3579,3
550.5073,4
608.0474,4
632.973,5
711.8715,2
395.2193,3
581.9453,3
582.2792,3
633.5757,5
650.3164,5
753.9421,5
506.2552,2
791.4659,4
811.6407,4
546.9528,3
582.6135,3
608.5475,4
547.287,3
649.5132,5
812.1408,4
332.3239,3
582.9476,3
811.8911,4
608.7986,4
649.7136,5
712.3754,2
252.5757,3
436.9612,4
475.5843,3
693.5287,5
436.7107,4
702.0155,3
701.6807,3
252.9101,3
811.3892,4
476.2752,3
547.6207,3
766.1853,5
378.3599,2
583.2798,3
504.2679,2
437.2115,4
483.0146,4
483.2652,4
483.5155,4
253.2445,3
310.8643,3
860.5523,6
860.3864,6
378.8614,2
765.9846,5
492.9237,3
733.3394,3
638.4881,6
860.7207,6
544.1709,7
530.6047,7
311.1989,3
544.0281,7
492.5896,3
544.3151,7
693.7308,5
595.9172,3
596.2508,3
766.386,5
817.3727,2
826.0671,3
825.7321,3
737.761,7
638.8229,6
860.8875,6
860.2191,6
458.5086,4
826.402,3
376.9087,3
377.2431,3
817.8732,2
377.5775,3
737.9047,7
737.6177,7
618.3701,6
565.3613,2
378.2471,3
618.2029,6
564.8599,2
423.7258,4
638.656,6
423.9768,4
861.0549,6
424.2271,4
738.3232,7
604.9476,3
753.3429,5
818.3735,2
565.8626,2
377.9116,3
402.5566,3
1022.7076,6
402.2226,3
634.6989,6
530.7489,7
618.5359,6
487.0295,4
604.6127,3
499.6166,3
553.7659,4
566.3641,2
383.5482,3
706.7435,5
754.1428,5
544.4563,7
553.5147,4
596.5823,3
737.4741,7
706.9423,5
883.4266,4
883.1767,4
707.1428,5
424.4775,4
882.9254,4
428.2418,2
883.6778,4
707.3418,5
550.2576,4
450.2515,2
450.7528,2
451.2684,2
706.5405,5
579.5088,4
883.9267,4
451.7688,2
554.015,4
753.7411,5
753.54,5
621.3475,2
516.7654,2
517.2668,2
772.344,3
579.2592,4
772.0095,3
670.3309,4
614.0434,4
579.7596,4
884.1789,4
707.544,5
446.5815,3
772.6769,3
543.8839,7
446.2462,3
1013.4422,2
561.6956,5
941.9254,4
672.7567,5
621.8497,2
458.758,4
470.8953,3
498.5485,3
467.9186,3
580.0106,4
767.7392,5
1012.9408,2
470.5607,3
479.2663,4
479.0163,4
589.2869,6
589.1198,6
589.4542,6
884.4308,4
773.0123,3
754.3413,5
1013.9446,2
550.0051,4
584.3057,2
707.7457,5
589.6214,6
642.0511,4
672.837,2
584.8063,2
618.0362,6
436.4951,4
530.0319,7
530.1747,7
530.3185,7
530.4619,7
641.7989,4
471.2287,3
733.6735,3
500.2841,2
642.2999,4
529.8884,7
1177.2308,3
459.602,3
658.8237,2
573.6218,3
659.3247,2
733.0051,3
686.3417,3
686.677,3
1177.5665,3
420.2201,2
907.6689,4
741.6419,5
527.5344,4
500.7852,2
618.7036,6
406.47,4
1177.9011,3
527.283,4
585.3077,2
1023.0394,6
406.7208,4
482.601,3
626.0562,4
704.1489,5
704.3508,5
459.9372,3
589.7891,6
527.786,4
547.2863,3
482.9354,3
741.8418,5
889.4171,4
742.0438,5
889.1651,4
711.7347,5
1176.8987,3
888.9175,4
711.536,5
252.5756,3
252.91,3
573.9564,3
443.7725,2
953.4672,2
382.2272,2
415.56,3
483.2702,3
953.9693,2
907.9203,4
561.1982,2
429.2648,2
520.7986,4
1037.1093,7
954.4694,2
438.5791,3
574.2906,3
941.6749,4
1255.511,7
541.6251,3
530.6049,7
544.171,7
520.5478,4
704.5505,5
703.9487,5
444.2743,2
1036.9679,7
942.1757,4
521.0486,4
614.8079,2
595.9169,3
596.2504,3
684.3248,3
544.0284,7
559.7802,2
472.2824,3
544.3141,7
471.9478,3
683.9898,3
879.9348,4
376.9088,3
377.2433,3
593.796,2
594.2975,2
506.2674,2
684.6588,3
528.0359,4
506.7688,2
634.531,6
618.3694,6
618.2028,6
647.8152,4
954.9691,2
684.9927,3
1036.8268,7
647.5642,4
648.0656,4
723.6779,3
753.3405,5
724.0118,3
513.4954,4
513.2442,4
560.2821,2
513.7457,4
648.316,4
1255.3674,7
507.2702,2
1250.1826,3
706.7425,5
618.5366,6
548.8799,5
1249.8484,3
863.4182,3
564.2858,3
513.9965,4
863.7516,3
648.5676,4
569.0414,7
883.1768,4
706.943,5
883.4275,4
707.1438,5
754.1427,5
498.2852,3
863.0839,3
563.9508,3
498.6194,3
568.8981,7
706.5422,5
883.678,4
882.9259,4
707.3442,5
724.3453,3
685.3276,3
864.086,3
698.3156,3
530.7485,7
703.3798,3
753.7419,5
753.5419,5
883.9285,4
498.9537,3
653.2984,2
648.8166,4
449.9331,3
596.5847,3
1255.2228,7
488.488,5
884.1796,4
958.6671,5
741.4415,5
515.7834,2
742.244,5
518.3029,3
373.9654,4
1025.9843,2
1025.4833,2
374.2163,4
628.2868,6
407.4081,6
479.5164,4
941.9276,4
473.7783,4
516.285,2
877.6013,4
450.2669,3
877.3527,4
473.2776,4
479.2667,4
479.0157,4
422.8824,3
473.5276,4
679.8298,4
671.6547,3
618.7742,7
618.6304,7
618.4883,7
488.2878,5
877.8539,4
679.5797,4
680.0782,4
571.7642,4
828.0627,3
827.7291,3
828.3973,3
572.0142,4
671.3199,3
530.0318,7
530.175,7
530.3186,7
473.0086,4
477.2759,4
530.4615,7
477.5266,4
472.7577,4
401.7436,2
477.7776,4
473.2589,4
828.7316,3
762.3512,3
618.9174,7
680.3267,4
762.0147,3
350.7115,2
407.2408,6
576.9104,3
754.3434,5
402.2454,2
407.074,6
762.6849,3
572.265,4
414.7461,2
474.0297,4
473.5096,4
829.0652,3
753.9432,5
397.7143,2
567.2906,4
567.0411,4
847.3965,2
453.8335,5
847.8981,2
564.261,4
454.0336,5
577.2443,3
619.0602,7
630.3412,3
488.6884,5
398.2159,2
567.5411,4
351.2126,2
435.2298,5
415.2473,2
453.6333,5
684.1011,4
683.8499,4
684.3527,4
684.6033,4
478.0279,4
721.3564,5
848.3998,2
721.5619,5
564.5121,4
684.8532,4
467.6011,3
467.9353,3
468.2699,3
837.3961,5
480.2427,3
829.3978,3
435.4307,5
454.2348,5
821.525,7
1037.1133,7
763.3796,5
680.6057,4
763.5794,5
680.3572,4
763.7794,5
755.718,3
567.7915,4
763.1783,5
530.6056,7
837.5978,5
680.1057,4
480.5765,3
367.7007,4
435.0294,5
680.8568,4
906.5828,6
568.2933,4
906.418,6
595.9178,3
596.2529,3
490.267,3
489.9326,3
629.0739,4
543.5354,4
543.7861,4
547.968,3
367.9522,4
628.8223,4
901.694,4
821.6674,7
490.6018,3
561.2864,5
561.4876,5
1036.9684,7
629.3255,4
548.3021,3
391.6916,2
763.98,5
653.3466,3
368.2025,4
450.25,3
419.8918,3
597.3132,2
681.1058,4
837.1969,5
901.4427,4
392.1935,2
1008.7103,6
342.2266,2
597.8151,2
450.5848,3
689.8253,2
544.1706,7
423.2163,3
358.5518,3
1008.8741,6
777.3593,7
1009.0412,6
1008.5386,6
689.3241,2
629.5751,4
557.3076,4
556.805,4
611.4453,7
753.3406,5
812.5733,7
557.0562,4
1009.2051,6
629.8268,4
777.2147,7
622.642,3
545.7683,2
622.9764,3
546.2701,2
623.3098,3
485.9439,3
486.2776,3
494.7873,4
516.0848,5
777.072,7
479.7741,2
562.2604,2
635.3091,5
793.8848,4
546.7708,2
478.2779,4
559.9913,3
635.5098,5
753.7429,5
753.5426,5
730.0307,3
550.3224,2
446.2465,3
403.5624,3
611.301,7
614.2559,3
562.7607,2
729.6965,3
403.8968,3
933.3983,3
515.8843,5
730.3644,3
786.8524,2
787.3519,2
933.0643,3
611.1589,7
939.0728,3
473.2771,4
473.7786,4
504.2534,2
933.7318,3
504.7554,2
446.5806,3
516.2851,5
565.299,2
939.4069,3
1399.5933,2
473.5277,4
376.8299,3
518.8127,2
556.759,4
519.3142,2
614.5909,3
524.7708,2
550.8245,2
557.2609,4
505.256,2
828.0631,3
828.3964,3
367.2175,3
827.7278,3
367.5518,3
730.6995,3
285.9449,3
516.4854,5
812.7148,7
430.2379,6
477.5264,4
477.2757,4
430.0711,6
644.6041,4
520.3345,2
623.6452,3
530.3187,7
644.8542,4
530.1749,7
477.7772,4
512.2611,3
437.7668,2
346.6906,2
866.9006,2
602.3427,2
812.4302,7
787.8552,2
645.105,4
614.9243,3
430.573,6
576.5547,4
576.8052,4
576.3037,4
474.0294,4
494.5378,4
265.8084,3
599.8092,2
488.4884,4
512.5958,3
525.2717,2
559.2999,2
461.445,5
559.8013,2
636.0326,3
461.2445,5
461.6454,5
636.3667,3
266.1429,3
577.0562,4
618.2031,6
666.9239,5
667.1245,5
516.686,5
615.2576,3
666.7228,5
461.8459,5
451.7451,4
407.2409,6
478.0284,4
667.3246,5
428.2516,2
428.7531,2
833.4028,4
833.6526,4
833.9034,4
833.1512,4
451.4948,4
655.3103,2
366.202,2
898.424,2
535.5587,4
535.3084,4
898.9235,2
535.8108,4
692.5348,5
624.3182,3
624.6534,3
692.7364,5
499.0234,4
667.5229,5
645.3568,4
899.424,2
468.4909,4
624.9873,3
389.2351,2
350.2226,3
468.7418,4
580.8539,4
536.0602,4
294.8619,3
428.6483,5
428.4477,5
625.3228,3
865.4181,4
692.9372,5
475.0028,4
475.2542,4
865.6697,4
927.4124,5
572.6462,3
468.9927,4
713.7435,3
592.6697,3
444.7539,4
421.9081,3
713.4088,3
428.8491,5
429.2541,5
581.7204,4
899.9256,2
593.0035,3
572.3124,3
445.0041,4
927.613,5
927.8154,5
583.8105,4
536.3094,4
498.7732,4
469.2428,4
593.3389,3
482.0229,4
481.7721,4
927.2111,5
642.0272,3
642.3615,3
633.0018,3
445.2545,4
350.557,3
401.9806,4
611.2705,3
482.2737,4
642.6959,3
402.2312,4
563.3309,2
482.5244,4
572.9799,3
506.8059,2
563.8324,2
402.4822,4
441.2352,5
535.6389,3
535.973,3
536.6414,3
316.2006,2
924.608,5
507.3079,2
751.8411,2
774.9569,3
643.0297,3
385.8193,5
402.7323,4
536.9758,3
389.7366,2
752.3411,2
386.02,5
486.7601,2
441.0343,5
516.0847,5
775.2921,3
413.7559,2
530.7723,2
802.9546,2
752.8429,2
414.2583,2
531.2742,2
453.7926,2
593.6713,3
564.3333,2
803.4561,2
551.2935,4
912.4107,2
911.9094,2
796.3926,2
683.1631,6
482.7742,4
445.5049,4
643.3644,3
614.2557,3
489.0407,4
912.9138,2
542.7859,4
603.3125,2
984.9968,6
417.722,2
796.8942,2
753.3412,2
683.3281,6
515.8837,5
409.7442,2
984.832,6
440.5952,3
427.6423,5
427.4417,5
582.7232,5
582.9242,5
862.4298,5
803.9584,2
516.2852,5
984.6635,6
732.5506,5
732.7507,5
984.4965,6
915.4348,4
732.9531,5
410.246,2
985.165,6
862.6299,5
614.5897,3
524.7704,2
915.688,4
862.2292,5
440.9293,3
732.3505,5
418.223,2
582.5229,5
485.9375,6
733.1527,5
693.5283,5
915.9384,4
485.7707,6
913.4144,2
464.8835,5
427.8426,5
916.1894,4
985.332,6
693.73,5
862.8333,5
527.0338,4
718.8605,6
680.7071,3
446.5569,3
374.7218,2
718.6909,6
485.6039,6
718.3573,6
594.0061,3
614.9236,3
583.1255,5
350.1897,2
350.6913,2
414.4608,5
